enhancer_name	drug_name	NES	NPL	PL	MI	regulation	Mutation.Status	Methylation.Status	CNV.Status	regualation_class
chr11:123951200-123951810	cefotetan	1.6548016234754	0.176	4	9.40228195156477	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:123951200-123951810	amantadine	1.65155518178381	0.176	4	9.38383626013528	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:12561282-12561501	spiperone	1.83607303702762	0.001	2	1836.07303702762	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:12561282-12561501	trichostatin a	1.81491394028417	0.001	2	1814.91394028417	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:12561282-12561501	oxymetazoline	1.79278158860585	0.001	2	1792.78158860585	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:12561282-12561501	hesperidin	1.72227163174541	0.001	2	1722.27163174541	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:12561282-12561501	tolfenamic acid	1.68296594518766	0.001	2	1682.96594518766	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:125992920-125993185	spiperone	2.07976841001534	0.001	2	2079.76841001534	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:125992920-125993185	trichostatin a	1.91611090786387	0.001	2	1916.11090786387	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:125992920-125993185	oxymetazoline	1.80770625363343	0.001	2	1807.70625363343	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:125992920-125993185	tolfenamic acid	1.68498704619342	0.001	2	1684.98704619342	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:125992920-125993185	mefloquine	1.66593829803774	0.001	2	1665.93829803774	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:125997963-125998111	spiperone	2.04577132363303	0.001	2	2045.77132363303	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:125997963-125998111	trichostatin a	1.88627326365022	0.001	2	1886.27326365022	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:125997963-125998111	oxymetazoline	1.84908542670429	0.001	2	1849.08542670429	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:125997963-125998111	tolfenamic acid	1.7016512799727	0.001	2	1701.6512799727	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:125997963-125998111	mefloquine	1.67542658677571	0.001	2	1675.42658677571	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:126001132-126001515	spiperone	2.1103854317647	0.001	2	2110.3854317647	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:126001132-126001515	trichostatin a	1.87894680358184	0.001	2	1878.94680358184	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:126001132-126001515	oxymetazoline	1.82242858245145	0.001	2	1822.42858245145	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:126001132-126001515	tolfenamic acid	1.72833401214257	0.001	2	1728.33401214257	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:126001132-126001515	mefloquine	1.69511293252597	0.001	2	1695.11293252597	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:129244480-129244782	disulfiram	1.8174185241985	0.001	2	1817.4185241985	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr11:129244480-129244782	lisuride	1.71442769760971	0.001	2	1714.42769760971	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr11:129244480-129244782	perphenazine	1.67302258547825	0.001	2	1673.02258547825	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr11:129244480-129244782	mianserin	1.64001751083799	0.001	2	1640.01751083799	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr11:129244480-129244782	sulpiride	1.63471788098955	0.001	2	1634.71788098955	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr11:12973520-12973623	tropicamide	1.49076021370005	0.004	4	372.690053425012	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:12973520-12973623	zimeldine	1.39320805572026	0.004	4	348.302013930065	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:12973520-12973623	acemetacin	1.52078465787375	0.008	4	190.098082234219	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:12973520-12973623	scopoletin	1.48185960068868	0.008	4	185.232450086085	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:12973520-12973623	bromperidol	1.50616313676645	0.012	4	125.513594730538	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:14916687-14916856	bromocriptine	1.67896032547262	0.001	2	1678.96032547262	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:14916687-14916856	troglitazone	1.62988603956414	0.001	2	1629.88603956414	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:14916687-14916856	diazoxide	1.5936869838355	0.001	2	1593.6869838355	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:14916687-14916856	lobeline	1.34860675775965	0.014	3	96.3290541256893	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:14916687-14916856	picotamide	1.7832771501591	0.036	4	49.5354763933083	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:1751706-1752102	sulpiride	1.69643538561131	0.001	2	1696.43538561131	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:1751706-1752102	tetracycline	1.67538617705214	0.001	2	1675.38617705214	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:1751706-1752102	mianserin	1.67487830225932	0.001	2	1674.87830225932	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:1751706-1752102	methazolamide	1.64791923290837	0.001	2	1647.91923290837	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:1751706-1752102	nomifensine	1.60907701007906	0.001	2	1609.07701007906	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:1894620-1894889	spiperone	1.9568939134554	0.001	2	1956.8939134554	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:1894620-1894889	oxymetazoline	1.77151122002428	0.001	2	1771.51122002428	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:1894620-1894889	mefloquine	1.7288164408454	0.001	2	1728.8164408454	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:1894620-1894889	trichostatin a	1.70294644500008	0.001	2	1702.94644500008	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:1894620-1894889	hycanthone	1.70271005010987	0.001	2	1702.71005010987	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:2009660-2010154	levobunolol	1.33392135981418	0.001	4	1333.92135981418	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:2009660-2010154	ketotifen	1.33272737566486	0.001	4	1332.72737566486	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:2009660-2010154	tracazolate	1.33022338834301	0.001	4	1330.22338834301	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:2009660-2010154	fludrocortisone	1.32761020354861	0.001	4	1327.61020354861	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:2009660-2010154	metitepine	1.32759164287819	0.001	4	1327.59164287819	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr1:12210430-12211346	guanethidine	1.54324304433413	0.002	4	771.621522167065	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr1:12210430-12211346	isometheptene	1.8640219358078	0.004	4	466.00548395195	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr1:12210430-12211346	tyloxapol	1.74295875805144	0.008	4	217.86984475643	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr1:12210430-12211346	bambuterol	1.62713456479972	0.008	4	203.391820599965	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr1:12210430-12211346	clenbuterol	1.65227064017532	0.022	4	75.10321091706	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr1:12589452-12589763	spiperone	1.84252887291433	0.001	2	1842.52887291433	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr1:12589452-12589763	nitrendipine	1.78741007308905	0.001	2	1787.41007308905	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr1:12589452-12589763	oxymetazoline	1.70805434259732	0.001	2	1708.05434259732	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr1:12589452-12589763	droperidol	1.66222703342861	0.001	2	1662.22703342861	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr1:12589452-12589763	chloramphenicol	1.65689156790645	0.001	2	1656.89156790645	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:2907965-2908172	spiperone	2.06907243816092	0.001	2	2069.07243816092	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr11:2907965-2908172	oxymetazoline	1.89620826922792	0.001	2	1896.20826922792	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr11:2907965-2908172	trichostatin a	1.83337317269483	0.001	2	1833.37317269483	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr11:2907965-2908172	tolfenamic acid	1.73859762816845	0.001	2	1738.59762816845	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr11:2907965-2908172	mefloquine	1.68207437016092	0.001	2	1682.07437016092	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr11:33713598-33714029	spiperone	2.28504539981487	0.001	2	2285.04539981487	Promotion	Non_mutation	Hypermethylation	Amp	Downregulated
chr11:33713598-33714029	pindolol	2.06507189260588	0.001	2	2065.07189260588	Promotion	Non_mutation	Hypermethylation	Amp	Downregulated
chr11:33713598-33714029	disulfiram	2.03253722698547	0.001	2	2032.53722698547	Promotion	Non_mutation	Hypermethylation	Amp	Downregulated
chr11:33713598-33714029	tolfenamic acid	1.91589617687754	0.001	2	1915.89617687754	Promotion	Non_mutation	Hypermethylation	Amp	Downregulated
chr11:33713598-33714029	amitriptyline	1.90084567109466	0.001	2	1900.84567109466	Promotion	Non_mutation	Hypermethylation	Amp	Downregulated
chr11:6344620-6344857	spiperone	1.9690518612526	0.001	2	1969.0518612526	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:6344620-6344857	disulfiram	1.8457619462088	0.001	2	1845.7619462088	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:6344620-6344857	tolfenamic acid	1.79876251129787	0.001	2	1798.76251129787	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:6344620-6344857	pindolol	1.65628661239395	0.001	2	1656.28661239395	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:6344620-6344857	mianserin	1.65033987925362	0.001	2	1650.33987925362	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr1:16489021-16489207	anisomycin	2.05642512632561	0.01	3	205.642512632561	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr1:16489021-16489207	perphenazine	1.52017544871415	0.02	3	76.0087724357075	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr1:16489021-16489207	oxolinic acid	1.64423017274115	0.022	4	74.7377351245977	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr1:16489021-16489207	hydrastinine	1.52144387330153	0.06	4	25.3573978883588	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr1:16489021-16489207	etodolac	1.72849971080178	0.098	4	17.6377521510386	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr1:16511251-16511623	promazine	1.92559103455123	0.004	3	481.397758637807	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr1:16511251-16511623	perphenazine	1.54567251670521	0.012	3	128.806043058768	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr1:16511251-16511623	homosalate	1.93970127200757	0.072	4	26.9402954445496	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr1:16511251-16511623	fluocinonide	1.99170235559973	0.102	4	19.5264936823503	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr1:16511251-16511623	metaraminol	1.86486392776459	0.166	4	11.2341200467746	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:7913705-7913868	spiperone	1.96117543814418	0.001	2	1961.17543814418	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:7913705-7913868	disulfiram	1.88578983543037	0.001	2	1885.78983543037	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:7913705-7913868	mefloquine	1.76574846565201	0.001	2	1765.74846565201	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:7913705-7913868	dexamethasone	1.75234695755826	0.001	2	1752.34695755826	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr11:7913705-7913868	astemizole	1.73851076029451	0.001	2	1738.51076029451	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr12:12425810-12426042	protriptyline	2.02011183173087	0.116	4	17.4147571700937	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr12:12425810-12426042	cefoperazone	1.48841757027635	0.156	4	9.54113827100224	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr12:12425810-12426042	pyrimethamine	1.50814665789841	0.17	4	8.87145092881418	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr12:12425810-12426042	nimodipine	1.7155468374018	0.302	4	5.68061866689338	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr12:12425810-12426042	alfadolone	1.74621331000559	NA	NA	1.74621331000559	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr12:13376138-13376415	chlorambucil	1.33237840909875	0.002	4	666.189204549375	Promotion	Non_mutation	Hypomethylation	Del	Downregulated
chr12:13376138-13376415	nialamide	1.32189370138468	0.002	4	660.94685069234	Promotion	Non_mutation	Hypomethylation	Del	Downregulated
chr12:13376138-13376415	fluocinonide	1.32100425579269	0.002	4	660.502127896345	Promotion	Non_mutation	Hypomethylation	Del	Downregulated
chr12:13376138-13376415	benzamil	1.33047495845095	0.004	4	332.618739612737	Promotion	Non_mutation	Hypomethylation	Del	Downregulated
chr12:13376138-13376415	flunisolide	1.32648852833017	0.004	4	331.622132082542	Promotion	Non_mutation	Hypomethylation	Del	Downregulated
chr1:234658291-234658851	nicergoline	1.50479570986208	0.012	4	125.399642488507	Promotion	Non_mutation	Hypermethylation	Amp	Downregulated
chr1:234658291-234658851	antazoline	1.52931299029496	0.014	4	109.236642163926	Promotion	Non_mutation	Hypermethylation	Amp	Downregulated
chr1:234658291-234658851	ajmaline	1.60325175760313	0.016	4	100.203234850196	Promotion	Non_mutation	Hypermethylation	Amp	Downregulated
chr1:234658291-234658851	coralyne	1.66921923718086	0.02	4	83.460961859043	Promotion	Non_mutation	Hypermethylation	Amp	Downregulated
chr1:234658291-234658851	cinnarizine	1.48901263068827	0.018	3	82.7229239271261	Promotion	Non_mutation	Hypermethylation	Amp	Downregulated
chr1:24477754-24478041	troglitazone	1.66203530808717	0.001	3	1662.03530808717	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr1:24477754-24478041	baclofen	1.46330495408684	0.002	3	731.65247704342	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr1:24477754-24478041	irinotecan	1.65043791512775	0.008	3	206.304739390969	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr1:24477754-24478041	hydrochlorothiazide	1.61185671320639	0.018	3	89.5475951781328	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr1:24477754-24478041	nicergoline	1.62202959714947	0.068	4	23.8533764286687	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr12:52241099-52241559	dexamethasone	1.32367106470249	0.078	4	16.9701418551601	Promotion	Non_mutation	Hypermethylation	Non_CNV	Downregulated
chr1:27184739-27184972	clonidine	1.31843548295438	0.001	3	1318.43548295438	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr1:27185457-27185720	fluticasone	1.68889695944782	0.02	3	84.444847972391	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr1:27185457-27185720	nafcillin	2.15375327510107	0.066	4	32.6326253803192	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr1:27185457-27185720	tolfenamic acid	1.52861883469098	0.05	3	30.5723766938196	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr1:27185457-27185720	sulmazole	1.88565504292031	0.114	4	16.5408337098273	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr1:27185457-27185720	niclosamide	1.55268930472643	0.118	3	13.1583839383596	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr14:104018443-104019067	dexamethasone	1.70822675379558	0.001	2	1708.22675379558	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr14:104018443-104019067	disulfiram	1.65986453325545	0.001	2	1659.86453325545	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr14:104018443-104019067	hesperidin	1.64877385193082	0.001	2	1648.77385193082	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr14:104018443-104019067	trichostatin a	1.635344821415	0.001	2	1635.344821415	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr14:104018443-104019067	fisetin	1.61376626697344	0.001	2	1613.76626697344	Promotion	Non_mutation	Hypermethylation	Del	Downregulated
chr14:42075138-42075996	spiperone	2.03551203872482	0.001	2	2035.51203872482	Promotion	Non_mutation	Hypermethylation	Non_CNV	Downregulated
chr14:42075138-42075996	oxymetazoline	1.88282722503411	0.001	2	1882.82722503411	Promotion	Non_mutation	Hypermethylation	Non_CNV	Downregulated
chr14:42075138-42075996	trichostatin a	1.81725617369633	0.001	2	1817.25617369633	Promotion	Non_mutation	Hypermethylation	Non_CNV	Downregulated
chr14:42075138-42075996	tolfenamic acid	1.71422283679993	0.001	2	1714.22283679993	Promotion	Non_mutation	Hypermethylation	Non_CNV	Downregulated
chr14:42075138-42075996	mefloquine	1.69951458385133	0.001	2	1699.51458385133	Promotion	Non_mutation	Hypermethylation	Non_CNV	Downregulated
chr14:95984814-95985165	spiperone	2.01247461096543	0.001	2	2012.47461096543	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr14:95984814-95985165	oxymetazoline	1.86596939536458	0.001	2	1865.96939536458	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr14:95984814-95985165	trichostatin a	1.71668785297281	0.001	2	1716.68785297281	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr14:95984814-95985165	mefloquine	1.68924585068665	0.001	2	1689.24585068665	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr14:95984814-95985165	tolfenamic acid	1.68431730102573	0.001	2	1684.31730102573	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr14:95992355-95992583	trichostatin a	1.97752788472042	0.001	2	1977.52788472042	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr14:95992355-95992583	alsterpaullone	1.90898089294102	0.001	2	1908.98089294102	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr14:95992355-95992583	hycanthone	1.74871512455652	0.001	2	1748.71512455652	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr14:95992355-95992583	oxymetazoline	1.71170453117573	0.001	2	1711.70453117573	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr14:95992355-95992583	etoposide	1.69339687225239	0.001	2	1693.39687225239	Promotion	Non_mutation	Non_methylation	Del	Downregulated
chr16:2557760-2557909	amoxapine	1.62164547323434	0.001	2	1621.64547323434	Promotion	Non_mutation	Hypermethylation	Non_CNV	Downregulated
chr16:2557760-2557909	cefoperazone	1.45175753024017	0.012	3	120.979794186681	Promotion	Non_mutation	Hypermethylation	Non_CNV	Downregulated
chr16:2557760-2557909	glibenclamide	1.44450910320987	0.014	3	103.179221657848	Promotion	Non_mutation	Hypermethylation	Non_CNV	Downregulated
chr16:2557760-2557909	adenosine phosphate	1.64839566860264	0.03	3	54.9465222867547	Promotion	Non_mutation	Hypermethylation	Non_CNV	Downregulated
chr16:2557760-2557909	hycanthone	1.86032781685272	0.038	3	48.9559951803347	Promotion	Non_mutation	Hypermethylation	Non_CNV	Downregulated
chr16:49893175-49893278	naloxone	1.78052264055786	0.001	2	1780.52264055786	Promotion	Non_mutation	Hypermethylation	Non_CNV	Downregulated
chr16:49893175-49893278	pentoxifylline	1.70729430041798	0.001	2	1707.29430041798	Promotion	Non_mutation	Hypermethylation	Non_CNV	Downregulated
chr16:49893175-49893278	flufenamic acid	1.66070610444718	0.001	2	1660.70610444718	Promotion	Non_mutation	Hypermethylation	Non_CNV	Downregulated
chr16:49893175-49893278	gemfibrozil	1.62372910037977	0.001	2	1623.72910037977	Promotion	Non_mutation	Hypermethylation	Non_CNV	Downregulated
chr16:49893175-49893278	methotrexate	1.61227288090304	0.001	2	1612.27288090304	Promotion	Non_mutation	Hypermethylation	Non_CNV	Downregulated
chr16:53075249-53075847	spiperone	2.08813599070656	0.001	2	2088.13599070656	Promotion	Non_mutation	Hypermethylation	Non_CNV	Downregulated
chr16:53075249-53075847	oxymetazoline	1.86644717260774	0.001	2	1866.44717260774	Promotion	Non_mutation	Hypermethylation	Non_CNV	Downregulated
chr16:53075249-53075847	irinotecan	1.85835275727937	0.001	2	1858.35275727937	Promotion	Non_mutation	Hypermethylation	Non_CNV	Downregulated
chr16:53075249-53075847	disulfiram	1.85400124819996	0.001	2	1854.00124819996	Promotion	Non_mutation	Hypermethylation	Non_CNV	Downregulated
chr16:53075249-53075847	mefloquine	1.84409841629946	0.001	2	1844.09841629946	Promotion	Non_mutation	Hypermethylation	Non_CNV	Downregulated
chr16:58160772-58161211	gramine	1.88925470317689	0.001	2	1889.25470317689	Promotion	Non_mutation	Hypermethylation	Non_CNV	Downregulated
chr16:58160772-58161211	fluticasone	1.7910470106562	0.001	2	1791.0470106562	Promotion	Non_mutation	Hypermethylation	Non_CNV	Downregulated
chr16:58160772-58161211	chloramphenicol	1.65629604223386	0.001	2	1656.29604223386	Promotion	Non_mutation	Hypermethylation	Non_CNV	Downregulated
