name	methyl_chr	methyl_start	methyl_end	Chr	Coordinate	Strand	Methylation.Status	Methylation.Difference	Meancase	Meancontrol	Region	GeneName
chr10:11005472	chr10	11047435	11047435	chr10	11005472	+	hypomethylation	-0.376081062656836	0.543284759410861	0.919365822067697	intron	CELF2
chr10:11018689	chr10	11060652	11060652	chr10	11018689	+	hypermethylation	0.335157098593289	0.394626718856959	0.0594696202636705	intron	CELF2
chr10:11043792	chr10	11085755	11085755	chr10	11043792	+	hypomethylation	-0.401253532877633	0.507887455353856	0.90914098823149	intron	CELF2
chr10:110793277	chr10	112553035	112553035	chr10	110793277	+	hypomethylation	-0.305660541823972	0.416426024271697	0.722086566095669	intron	RBM20
chr10:11145801	chr10	11187764	11187764	chr10	11145801	+	hypomethylation	-0.419905130690407	0.326303778662818	0.746208909353225	intron	CELF2
chr10:11162995	chr10	11204958	11204958	chr10	11162995	+	hypomethylation	-0.322732817258454	0.50921152674621	0.831944344004664	intron	CELF2
chr10:11164258	chr10	11206221	11206221	chr10	11164258	+	hypomethylation	-0.445424206349112	0.280971415359691	0.726395621708803	TSS1500	CELF2
chr10:11197519	chr10	11239482	11239482	chr10	11197519	+	hypomethylation	-0.307721478922641	0.411698206149879	0.719419685072521	intron	CELF2
chr10:11242585	chr10	11284548	11284548	chr10	11242585	+	hypomethylation	-0.397559892622364	0.459199464274028	0.856759356896392	intron	CELF2
chr10:11256823	chr10	11298786	11298786	chr10	11256823	+	hypomethylation	-0.351247875543534	0.590126418415304	0.941374293958838	intron	CELF2
chr10:11257113	chr10	11299076	11299076	chr10	11257113	+	hypomethylation	-0.396886562507985	0.412075565972765	0.80896212848075	intron	CELF2
chr10:11270052	chr10	11312015	11312015	chr10	11270052	+	hypomethylation	-0.304706003635296	0.572118239571522	0.876824243206819	intron	CELF2
chr10:11275909	chr10	11317872	11317872	chr10	11275909	+	hypomethylation	-0.310928794542341	0.506489166017727	0.817417960560068	intron	CELF2
chr10:11291740	chr10	11333703	11333703	chr10	11291740	+	hypomethylation	-0.334239285382691	0.563760753840652	0.898000039223343	intron	CELF2
chr10:114684281	chr10	116444040	116444040	chr10	114684281	-	hypermethylation	0.310917628971327	0.636254906393026	0.325337277421699	intron	ABLIM1
chr10:114684655	chr10	116444414	116444414	chr10	114684655	-	hypermethylation	0.312612770909673	0.572120607197701	0.259507836288028	5'UTR	ABLIM1
chr10:117132159	chr10	118891670	118891670	chr10	117132159	-	hypermethylation	0.367210106400747	0.557281053230203	0.190070946829456	3'UTR	VAX1
chr10:117132700	chr10	118892211	118892211	chr10	117132700	-	hypermethylation	0.36562889120622	0.543382806086784	0.177753914880565	intron	VAX1
chr10:117133070	chr10	118892581	118892581	chr10	117133070	-	hypermethylation	0.339957960606635	0.431082486122852	0.0911245255162166	intron	VAX1
chr10:117133627	chr10	118893138	118893138	chr10	117133627	-	hypermethylation	0.301700543716909	0.403062050658128	0.10136150694122	3'UTR	VAX1
chr10:117134669	chr10	118894180	118894180	chr10	117134669	-	hypermethylation	0.336699516955864	0.612865689486705	0.276166172530841	intron	VAX1
chr10:117139777	chr10	118899288	118899288	chr10	117139777	-	hypermethylation	0.441672709338591	0.564605144554753	0.122932435216162	TSS1500	VAX1
chr10:117139780	chr10	118899291	118899291	chr10	117139780	-	hypermethylation	0.360644765247635	0.457631623181773	0.0969868579341381	TSS1500	VAX1
chr10:117735160	chr10	119494671	119494671	chr10	117735160	+	hypermethylation	0.401184773714105	0.521458843644047	0.120274069929942	TSS200	RP11-328K15.1
chr10:118594569	chr10	120354081	120354081	chr10	118594569	-	hypermethylation	0.317835686950061	0.511473544988123	0.193637858038062	genebody	PRLHR
chr10:118595748	chr10	120355260	120355260	chr10	118595748	-	hypermethylation	0.341148797402451	0.479147200189057	0.137998402786606	TSS200	PRLHR
chr10:118595907	chr10	120355419	120355419	chr10	118595907	-	hypermethylation	0.32095487801255	0.625521297317766	0.304566419305215	TSS1500	PRLHR
chr10:118595915	chr10	120355427	120355427	chr10	118595915	-	hypermethylation	0.346824966040924	0.597795183307721	0.250970217266797	TSS1500	PRLHR
chr10:122561289	chr10	124320805	124320805	chr10	122561289	+	hypomethylation	-0.342086296847815	0.541271479115416	0.883357775963231	intron	DMBT1
chr10:123134560	chr10	124894076	124894076	chr10	123134560	+	hypermethylation	0.305562520314964	0.527161973612336	0.221599453297373	TSS1500	HMX3
chr10:123135427	chr10	124894943	124894943	chr10	123135427	+	hypermethylation	0.307407052961313	0.456314363752056	0.148907310790743	TSS1500	HMX3
chr10:123149512	chr10	124909028	124909028	chr10	123149512	+	hypermethylation	0.31943241419644	0.444914489924282	0.125482075727841	intron	HMX2
chr10:123150373	chr10	124909889	124909889	chr10	123150373	+	hypermethylation	0.327860870770657	0.604915990082501	0.277055119311844	3'UTR	HMX2
chr10:123155942	chr10	124915458	124915458	chr10	123155942	+	hypomethylation	-0.341105936502415	0.490823083114519	0.831929019616934	intron	BUB3
chr10:12606527	chr10	12648526	12648526	chr10	12606527	+	hypomethylation	-0.326807359295769	0.333896626763709	0.660703986059478	intron	CAMK1D
chr10:126464617	chr10	128153186	128153186	chr10	126464617	-	hypomethylation	-0.319206934453893	0.560332083850866	0.879539018304759	intron	C10orf90
chr10:127375614	chr10	129173878	129173878	chr10	127375614	+	hypomethylation	-0.311982649171623	0.536361785075942	0.848344434247565	intron	DOCK1
chr10:128285443	chr10	130083707	130083707	chr10	128285443	+	hypomethylation	-0.373051403158372	0.4798141064657	0.852865509624072	intron	LINC01163
chr10:128285673	chr10	130083937	130083937	chr10	128285673	+	hypomethylation	-0.342043904877136	0.50516803579653	0.847211940673667	intron	LINC01163
chr10:128286175	chr10	130084439	130084439	chr10	128286175	+	hypomethylation	-0.302013495579637	0.541640200289655	0.843653695869292	intron	LINC01163
chr10:128288885	chr10	130087149	130087149	chr10	128288885	+	hypomethylation	-0.341030916081222	0.494744295636092	0.835775211717315	intron	LINC01163
chr10:128959072	chr10	130757336	130757336	chr10	128959072	-	hypomethylation	-0.401723500925753	0.491787216608756	0.893510717534509	intron	RP11-442O18.1
chr10:131114698	chr10	132912961	132912961	chr10	131114698	-	hypomethylation	-0.357789841076823	0.46141258051794	0.819202421594764	intron	TCERG1L
chr10:131114890	chr10	132913153	132913153	chr10	131114890	-	hypomethylation	-0.341715036431195	0.522452425980177	0.864167462411372	intron	TCERG1L
chr10:131201970	chr10	133000233	133000233	chr10	131201970	-	hypomethylation	-0.303623927201041	0.519394888049379	0.823018815250421	intron	TCERG1L
chr10:131237802	chr10	133036065	133036065	chr10	131237802	-	hypomethylation	-0.330520930955732	0.486340728859226	0.816861659814958	intron	TCERG1L
chr10:131253406	chr10	133051669	133051669	chr10	131253406	-	hypomethylation	-0.31069786388366	0.473625326876415	0.784323190760075	intron	TCERG1L
chr10:131260338	chr10	133058601	133058601	chr10	131260338	-	hypomethylation	-0.313293348688544	0.640147952349215	0.953441301037759	genebody	TCERG1L
chr10:131262950	chr10	133061213	133061213	chr10	131262950	-	hypomethylation	-0.311571322329778	0.572959344252509	0.884530666582288	intron	TCERG1L
chr10:131307815	chr10	133106078	133106078	chr10	131307815	-	hypomethylation	-0.308005928696472	0.403146256240818	0.71115218493729	intron	TCERG1L
chr10:131311604	chr10	133109867	133109867	chr10	131311604	-	hypermethylation	0.371653013880225	0.472509197648268	0.100856183768043	1_exon	TCERG1L
chr10:131312086	chr10	133110349	133110349	chr10	131312086	-	hypermethylation	0.336773101387263	0.419818085054868	0.0830449836676048	TSS1500	TCERG1L
chr10:132265921	chr10	134079425	134079425	chr10	132265921	-	hypomethylation	-0.335414447693242	0.480490919964441	0.815905367657683	intron	STK32C
chr10:132786585	chr10	134600089	134600089	chr10	132786585	-	hypermethylation	0.334265447960964	0.399004396984197	0.0647389490232332	TSS1500	NKX6-2
chr10:132786853	chr10	134600357	134600357	chr10	132786853	-	hypermethylation	0.327127684159406	0.536238619177388	0.209110935017982	TSS1500	NKX6-2
chr10:132885433	chr10	134698937	134698937	chr10	132885433	-	hypomethylation	-0.362251372075822	0.571841261774413	0.934092633850235	intron	CFAP46
chr10:133106847	chr10	134920351	134920351	chr10	133106847	+	hypomethylation	-0.317471973785955	0.55708782221707	0.874559796003025	intron	GPR123
chr10:133115677	chr10	134929181	134929181	chr10	133115677	+	hypomethylation	-0.32433050851199	0.466505347837646	0.790835856349636	intron	GPR123
chr10:133195315	chr10	135008819	135008819	chr10	133195315	+	hypomethylation	-0.379276508656022	0.405623162252216	0.784899670908238	intron	KNDC1
chr10:133198950	chr10	135012454	135012454	chr10	133198950	+	hypomethylation	-0.344827214117228	0.541885422761515	0.886712636878743	genebody	KNDC1
chr10:133217050	chr10	135030554	135030554	chr10	133217050	+	hypomethylation	-0.334296654298128	0.480053349822105	0.814350004120232	intron	KNDC1
chr10:133230610	chr10	135044114	135044114	chr10	133230610	+	hypermethylation	0.355726599366479	0.436961803855053	0.0812352044885741	1_exon	UTF1
chr10:14774948	chr10	14816947	14816947	chr10	14774948	-	hypomethylation	-0.348438243240287	0.51812394189269	0.866562185132977	TSS200	FAM107B
chr10:14774974	chr10	14816973	14816973	chr10	14774974	-	hypomethylation	-0.328319212343858	0.492396783523953	0.820715995867811	TSS200	FAM107B
chr10:15211799	chr10	15253798	15253798	chr10	15211799	-	hypomethylation	-0.301697099491807	0.606575219080117	0.908272318571924	3'UTR	FAM171A1
chr10:15345711	chr10	15387710	15387710	chr10	15345711	-	hypomethylation	-0.353304329580132	0.546538841626249	0.899843171206381	intron	FAM171A1
chr10:16520103	chr10	16562102	16562102	chr10	16520103	-	hypermethylation	0.395950729866149	0.720433452412238	0.324482722546089	intron	C1QL3
chr10:16520471	chr10	16562470	16562470	chr10	16520471	-	hypermethylation	0.327613097596547	0.47294372373694	0.145330626140393	intron	C1QL3
chr10:1707353	chr10	1749547	1749547	chr10	1707353	-	hypomethylation	-0.323943265632801	0.507269188546542	0.831212454179342	intron	ADARB2
chr10:17114755	chr10	17156754	17156754	chr10	17114755	-	hypomethylation	-0.308526985194554	0.525160289363277	0.833687274557831	intron	CUBN
chr10:17130647	chr10	17172646	17172646	chr10	17130647	-	hypomethylation	-0.301283081240459	0.569871304338986	0.871154385579445	TSS1500	CUBN
chr10:1727286	chr10	1769480	1769480	chr10	1727286	-	hypomethylation	-0.340994607867745	0.539481371444998	0.880475979312743	intron	ADARB2
chr10:17673814	chr10	17715813	17715813	chr10	17673814	+	hypomethylation	-0.32095593478826	0.520892628911523	0.841848563699782	intron	STAM
chr10:21167110	chr10	21456039	21456039	chr10	21167110	-	hypomethylation	-0.355325900268229	0.443073663939078	0.798399564207308	intron	NEBL
chr10:23191064	chr10	23479993	23479993	chr10	23191064	+	hypermethylation	0.344162722086903	0.403239643300514	0.0590769212136105	TSS1500	PTF1A
chr10:23191073	chr10	23480002	23480002	chr10	23191073	+	hypermethylation	0.326745303835945	0.541978697791751	0.215233393955805	TSS1500	PTF1A
chr10:235549	chr10	281489	281489	chr10	235549	+	hypomethylation	-0.302506200547444	0.536774618860598	0.839280819408042	intron	ZMYND11
chr10:26208810	chr10	26497739	26497739	chr10	26208810	+	hypomethylation	-0.333571783870793	0.419362111715704	0.752933895586497	intron	MYO3A
chr10:26212102	chr10	26501031	26501031	chr10	26212102	+	hypermethylation	0.356714979258836	0.434687526913657	0.0779725476548216	3'UTR	MYO3A
chr10:26212136	chr10	26501065	26501065	chr10	26212136	+	hypermethylation	0.309390156381246	0.520707043313321	0.211316886932075	3'UTR	MYO3A
chr10:26216511	chr10	26505440	26505440	chr10	26216511	+	hypermethylation	0.321779455068452	0.379860338394548	0.0580808833260957	TSS1500	GAD2
chr10:26217784	chr10	26506713	26506713	chr10	26217784	+	hypermethylation	0.343968012191108	0.42881780714901	0.0848497949579026	TSS1500	GAD2
chr10:26437948	chr10	26726877	26726877	chr10	26437948	+	hypomethylation	-0.321236780778855	0.260521149161066	0.581757929939921	TSS1500	APBB1IP
chr10:26441767	chr10	26730696	26730696	chr10	26441767	+	hypomethylation	-0.314718057532755	0.552210526416578	0.866928583949332	intron	APBB1IP
chr10:26931512	chr10	27220441	27220441	chr10	26931512	-	hypermethylation	0.364750158087206	0.472360226499058	0.107610068411853	genebody	LINC00202-1
chr10:27738817	chr10	28027746	28027746	chr10	27738817	-	hypomethylation	-0.319081556512717	0.374229346316408	0.693310902829125	intron	MKX
chr10:30454708	chr10	30743637	30743637	chr10	30454708	+	hypermethylation	0.317292999931026	0.695552870675082	0.378259870744056	intron	MAP3K8
chr10:3131412	chr10	3173604	3173604	chr10	3131412	+	hypomethylation	-0.327298791855028	0.586080113151577	0.913378905006605	intron	PFKP
chr10:31707812	chr10	31996740	31996740	chr10	31707812	-	hypermethylation	0.347333003747978	0.483201793258633	0.135868789510655	TSS1500	RP11-472N13.3
chr10:33010219	chr10	33299147	33299147	chr10	33010219	+	hypomethylation	-0.322533872751744	0.272840723687424	0.595374596439168	intron	RP11-462L8.1
chr10:33773306	chr10	34062234	34062234	chr10	33773306	-	hypermethylation	0.36015019198842	0.595041693846936	0.234891501858516	TSS1500	LINC00838
chr10:338566	chr10	384506	384506	chr10	338566	-	hypomethylation	-0.344725789695274	0.471759193724688	0.816484983419962	intron	DIP2C
chr10:338712	chr10	384652	384652	chr10	338712	-	hypomethylation	-0.435205878349437	0.371043086672222	0.806248965021659	intron	DIP2C
chr10:34122033	chr10	34410961	34410961	chr10	34122033	-	hypomethylation	-0.369408697492486	0.24589355285063	0.615302250343116	intron	PARD3
chr10:43628752	chr10	44124200	44124200	chr10	43628752	+	hypomethylation	-0.306620271031172	0.378147515596437	0.684767786627609	TSS200	ZNF32-AS3
chr10:43667431	chr10	44162879	44162879	chr10	43667431	+	hypermethylation	0.330044064074908	0.399699725271339	0.0696556611964313	intron	ZNF32-AS3
chr10:43667619	chr10	44163067	44163067	chr10	43667619	+	hypermethylation	0.429880827455308	0.632725515111524	0.202844687656216	intron	ZNF32-AS3
chr10:49396472	chr10	50604518	50604518	chr10	49396472	-	hypermethylation	0.45870026809141	0.59368528627361	0.1349850181822	TSS1500	DRGX
chr10:49679426	chr10	50887472	50887472	chr10	49679426	+	hypermethylation	0.368093507107062	0.424650121955812	0.0565566148487499	TSS1500	C10orf53
chr10:49679442	chr10	50887488	50887488	chr10	49679442	+	hypermethylation	0.444060413140954	0.635149048048437	0.191088634907483	TSS1500	C10orf53
chr10:49679685	chr10	50887731	50887731	chr10	49679685	+	hypermethylation	0.36888654159242	0.473165820771085	0.104279279178665	TSS200	C10orf53
chr10:49708621	chr10	50916667	50916667	chr10	49708621	+	hypomethylation	-0.310968512037405	0.48090677304881	0.791875285086216	genebody	C10orf53
chr10:50012	chr10	95952	95952	chr10	50012	-	hypomethylation	-0.302463778899944	0.385350465050342	0.687814243950287	TSS1500	TUBB8
chr10:52308870	chr10	54068630	54068630	chr10	52308870	-	hypermethylation	0.332479228585982	0.378181854687039	0.0457026261010562	intron	PRKG1-AS1
chr10:5516346	chr10	5558309	5558309	chr10	5516346	-	hypomethylation	-0.325359077705899	0.533785093818122	0.859144171524021	genebody	CALML3-AS1
chr10:55627876	chr10	57387636	57387636	chr10	55627876	-	hypermethylation	0.342742145358649	0.42628140050379	0.0835392551451406	5'UTR	PCDH15
chr10:55627942	chr10	57387702	57387702	chr10	55627942	-	hypermethylation	0.404127187945467	0.660765396577471	0.256638208632004	5'UTR	PCDH15
chr10:55627955	chr10	57387715	57387715	chr10	55627955	-	hypermethylation	0.541553395610676	0.702374388419618	0.160820992808942	TSS200	PCDH15
chr10:5840613	chr10	5882576	5882576	chr10	5840613	-	hypermethylation	0.324791839660093	0.565686678113167	0.240894838453075	intron	GDI2
chr10:58512319	chr10	60272079	60272079	chr10	58512319	+	hypermethylation	0.307546175056943	0.351066706752969	0.0435205316960262	TSS1500	BICC1
chr10:59176623	chr10	60936383	60936383	chr10	59176623	+	hypermethylation	0.348593694084486	0.438633021716014	0.0900393276315272	TSS1500	PHYHIPL
chr10:59177497	chr10	60937257	60937257	chr10	59177497	+	hypermethylation	0.300099900986183	0.51001407851302	0.209914177526837	5'UTR	PHYHIPL
chr10:59206312	chr10	60966072	60966072	chr10	59206312	+	hypomethylation	-0.337260290844487	0.523760793201217	0.861021084045704	intron	PHYHIPL
chr10:60375783	chr10	62135541	62135541	chr10	60375783	-	hypomethylation	-0.367940432084781	0.479991456670333	0.847931888755114	intron	ANK3
chr10:60385028	chr10	62144786	62144786	chr10	60385028	-	hypermethylation	0.345608373473404	0.698122290103056	0.352513916629651	intron	ANK3
chr10:61937508	chr10	63697267	63697267	chr10	61937508	+	hypomethylation	-0.349838851832568	0.44566893082245	0.795507782655018	intron	ARID5B
chr10:63887812	chr10	65647572	65647572	chr10	63887812	+	hypomethylation	-0.34333701395014	0.493585632070002	0.836922646020142	intron	RP11-170M17.1
chr10:6489406	chr10	6531368	6531368	chr10	6489406	-	hypomethylation	-0.311237508722966	0.604817644094212	0.916055152817178	intron	PRKCQ
chr10:6623039	chr10	6665001	6665001	chr10	6623039	+	hypomethylation	-0.339526559705762	0.521496720831014	0.861023280536775	intron	RP11-554I8.1
chr10:71396620	chr10	73156377	73156377	chr10	71396620	+	hypermethylation	0.353376617522835	0.43892182250486	0.0855452049820246	TSS1500	CDH23
chr10:71793444	chr10	73553201	73553201	chr10	71793444	+	hypomethylation	-0.330596412771772	0.551554807785493	0.882151220557266	genebody	CDH23
chr10:71965283	chr10	73725041	73725041	chr10	71965283	+	hypermethylation	0.381054787790559	0.455965563191758	0.0749107754011987	intron	CHST3
chr10:72009369	chr10	73769127	73769127	chr10	72009369	+	hypermethylation	0.314492892435533	0.588556742130511	0.274063849694978	3'UTR	CHST3
chr10:73433496	chr10	75193254	75193254	chr10	73433496	-	hypomethylation	-0.332231756380364	0.497542858516907	0.829774614897271	intron	MSS51
chr10:73648065	chr10	75407823	75407823	chr10	73648065	-	hypermethylation	0.406492842936813	0.519298261785915	0.112805418849102	genebody	SYNPO2L
chr10:73648233	chr10	75407991	75407991	chr10	73648233	-	hypermethylation	0.447058271986348	0.60117867830075	0.154120406314403	genebody	SYNPO2L
chr10:74948293	chr10	76708051	76708051	chr10	74948293	+	hypomethylation	-0.32262356860368	0.471614680852716	0.794238249456395	intron	KAT6B
chr10:7532783	chr10	7574745	7574745	chr10	7532783	+	hypomethylation	-0.311923088910307	0.533900370542542	0.845823459452849	TSS1500	RP11-385N23.1
chr10:7667775	chr10	7709738	7709738	chr10	7667775	-	hypermethylation	0.406714048711431	0.568783364579442	0.162069315868012	TSS1500	ITIH5
chr10:7667999	chr10	7709962	7709962	chr10	7667999	-	hypermethylation	0.305062886682071	0.482301544864728	0.177238658182657	TSS1500	ITIH5
chr10:77587346	chr10	79347104	79347104	chr10	77587346	-	hypomethylation	-0.308908855642491	0.440837079093507	0.749745934735998	intron	KCNMA1
chr10:79221362	chr10	80981119	80981119	chr10	79221362	+	hypermethylation	0.330105482484953	0.576502323601325	0.246396841116372	intron	ZMIZ1
chr10:79221372	chr10	80981129	80981129	chr10	79221372	+	hypermethylation	0.409188797345939	0.739534908482981	0.330346111137042	intron	ZMIZ1
chr10:7943147	chr10	7985110	7985110	chr10	7943147	+	hypomethylation	-0.313822930185031	0.540549252079729	0.85437218226476	intron	TAF3
chr10:80290916	chr10	82050672	82050672	chr10	80290916	-	hypomethylation	-0.307717760348179	0.441823715332645	0.749541475680823	TSS1500	MAT1A
chr10:80291037	chr10	82050793	82050793	chr10	80291037	-	hypomethylation	-0.306156692210552	0.552008687792251	0.858165380002803	TSS1500	MAT1A
chr10:82242957	chr10	84002713	84002713	chr10	82242957	+	hypomethylation	-0.307481515363975	0.50871849202022	0.816200007384195	intron	NRG3
chr10:84226023	chr10	85985779	85985779	chr10	84226023	-	hypomethylation	-0.311646738033939	0.435764993360462	0.747411731394402	TSS1500	LRIT2
chr10:85577210	chr10	87336967	87336967	chr10	85577210	+	hypomethylation	-0.333296554012982	0.483521767063937	0.816818321076919	TSS1500	GRID1-AS1
chr10:85667149	chr10	87426906	87426906	chr10	85667149	-	hypomethylation	-0.309096660705839	0.577977862191824	0.887074522897662	intron	GRID1
chr10:88852025	chr10	90611782	90611782	chr10	88852025	-	hypomethylation	-0.306716649165574	0.402062140623124	0.708778789788699	TSS1500	ANKRD22
chr10:92420626	chr10	94180383	94180383	chr10	92420626	+	hypermethylation	0.341577987210607	0.468001968976162	0.126423981765555	intron	MARK2P9
chr10:93063151	chr10	94822908	94822908	chr10	93063151	+	hypermethylation	0.324495333096439	0.572364010088288	0.24786867699185	intron	CYP26C1
chr10:93075006	chr10	94834763	94834763	chr10	93075006	+	hypermethylation	0.478732470487473	0.546168363875698	0.0674358933882255	genebody	CYP26A1
chr10:97772040	chr10	99531797	99531797	chr10	97772040	-	hypermethylation	0.348993112008054	0.402052174287057	0.0530590622790039	TSS200	SFRP5
chr10:97772122	chr10	99531879	99531879	chr10	97772122	-	hypermethylation	0.327708884771125	0.393036249318794	0.0653273645476687	TSS200	SFRP5
chr10:99528089	chr10	101287846	101287846	chr10	99528089	+	hypermethylation	0.322669313346238	0.577035723657121	0.254366410310882	genebody	RP11-129J12.1
chr10:99530411	chr10	101290168	101290168	chr10	99530411	-	hypermethylation	0.42652160238587	0.593527482639666	0.167005880253797	intron	LINC01475
chr10:99531201	chr10	101290958	101290958	chr10	99531201	-	hypermethylation	0.315847263344147	0.639407247092641	0.323559983748493	TSS200	LINC01475
chr1:100719755	chr1	101185311	101185311	chr1	100719755	+	hypermethylation	0.33638588509939	0.624090388791007	0.287704503691616	TSS200	VCAM1
chr1:103108967	chr1	103574523	103574523	chr1	103108967	-	hypermethylation	0.405791354277194	0.602821389258807	0.197030034981613	TSS1500	COL11A1
chr1:10511451	chr1	10571508	10571508	chr1	10511451	+	hypomethylation	-0.334295380082612	0.45477341734698	0.789068797429592	intron	PEX14
chr1:109865144	chr1	110407766	110407766	chr1	109865144	+	hypermethylation	0.34294746865367	0.73539325623406	0.39244578758039	intron	RP4-735C1.6
chr1:109928897	chr1	110471519	110471519	chr1	109928897	+	hypermethylation	0.319769093969629	0.676203637881534	0.356434543911906	3'UTR	CSF1
chr11:100356548	chr11	100227279	100227279	chr11	100356548	+	hypomethylation	-0.300732203344664	0.536089655204492	0.836821858549156	3'UTR	CNTN5
chr1:110068843	chr1	110611465	110611465	chr1	110068843	-	hypermethylation	0.307400970920608	0.54357269709778	0.236171726177172	intron	ALX3
chr1:110083918	chr1	110626540	110626540	chr1	110083918	+	hypermethylation	0.337097297077646	0.444878125209707	0.107780828132062	intron	LINC01397
chr11:103940913	chr11	103811641	103811641	chr11	103940913	-	hypomethylation	-0.315503375964696	0.44353769231291	0.759041068277606	intron	PDGFD
chr11:105610252	chr11	105480979	105480979	chr11	105610252	+	hypermethylation	0.309614693485283	0.39173602664733	0.082121333162047	TSS1500	GRIA4
chr11:105610556	chr11	105481283	105481283	chr11	105610556	+	hypermethylation	0.328973210807597	0.411163637505602	0.0821904266980056	TSS1500	GRIA4
chr11:105610782	chr11	105481509	105481509	chr11	105610782	+	hypermethylation	0.309212075504398	0.448014830307782	0.138802754803384	TSS1500	GRIA4
chr1:110674572	chr1	111217194	111217194	chr1	110674572	-	hypermethylation	0.307758094437721	0.33746370770583	0.029705613268109	1_exon	KCNA3
chr11:108551936	chr11	108422663	108422663	chr11	108551936	-	hypermethylation	0.311753207589606	0.553106092496495	0.241352884906889	intron	EXPH5
chr11:109389040	chr11	109259766	109259766	chr11	109389040	-	hypomethylation	-0.303354071749832	0.310321557924929	0.613675629674762	intron	RP11-708B6.2
chr11:111912603	chr11	111783327	111783327	chr11	111912603	+	hypermethylation	0.311220732361951	0.561395986511528	0.250175254149577	5'UTR	HSPB2
chr11:111912624	chr11	111783348	111783348	chr11	111912624	+	hypermethylation	0.306305725746692	0.389766928923911	0.0834612031772184	5'UTR	HSPB2
